~from,~to,~label,since:Date
U0037,A003702,OWNS,2023-06-06T13:54:15Z
U0037,A003703,OWNS,2023-10-04T13:54:15Z
U0038,A003801,OWNS,2022-12-04T13:54:15Z
U0038,A003802,OWNS,2024-10-27T13:54:15Z
U0038,A003803,OWNS,2023-11-15T13:54:15Z
U0038,A003804,OWNS,2022-12-02T13:54:15Z
U0039,A003901,OWNS,2025-03-01T13:54:15Z
U0039,A003902,OWNS,2023-12-19T13:54:15Z
U0040,A004001,OWNS,2024-05-08T13:54:15Z
U0040,A004002,OWNS,2023-05-03T13:54:15Z
U0041,A004101,OWNS,2025-07-18T13:54:15Z
U0042,A004201,OWNS,2023-01-09T13:54:15Z
U0043,A004301,OWNS,2023-04-14T13:54:15Z
U0043,A004302,OWNS,2025-01-18T13:54:15Z
U0044,A004401,OWNS,2024-05-02T13:54:15Z
U0045,A004501,OWNS,2024-06-16T13:54:15Z
U0045,A004502,OWNS,2025-06-25T13:54:15Z
U0046,A004601,OWNS,2023-04-03T13:54:15Z
U0046,A004602,OWNS,2024-12-11T13:54:15Z
U0047,A004701,OWNS,2023-05-17T13:54:15Z
U0048,A004801,OWNS,2023-05-21T13:54:15Z
U0048,A004802,OWNS,2023-02-20T13:54:15Z
U0049,A004901,OWNS,2024-07-07T13:54:15Z
U0049,A004902,OWNS,2025-05-26T13:54:15Z
U0049,A004903,OWNS,2024-09-20T13:54:15Z
U0050,A005001,OWNS,2024-11-04T13:54:15Z
U0050,A005002,OWNS,2025-06-24T13:54:15Z
U0050,A005003,OWNS,2025-04-06T13:54:15Z
U0051,A005101,OWNS,2023-05-17T13:54:15Z
U0052,A005201,OWNS,2024-05-04T13:54:15Z
U0053,A005301,OWNS,2024-06-24T13:54:15Z
U0053,A005302,OWNS,2025-06-28T13:54:15Z
U0053,A005303,OWNS,2024-03-22T13:54:15Z
U0053,A005304,OWNS,2024-10-27T13:54:15Z
U0054,A005401,OWNS,2023-11-06T13:54:15Z
U0054,A005402,OWNS,2025-07-23T13:54:15Z
U0054,A005403,OWNS,2024-07-06T13:54:15Z
U0055,A005501,OWNS,2023-11-30T13:54:15Z
U0055,A005502,OWNS,2024-03-28T13:54:15Z
U0056,A005601,OWNS,2023-01-02T13:54:15Z
U0057,A005701,OWNS,2024-05-12T13:54:15Z
U0057,A005702,OWNS,2023-05-02T13:54:15Z
U0057,A005703,OWNS,2023-09-10T13:54:15Z
U0058,A005801,OWNS,2023-06-10T13:54:15Z
U0058,A005802,OWNS,2023-08-06T13:54:15Z
U0059,A005901,OWNS,2024-09-02T13:54:15Z
U0059,A005902,OWNS,2024-01-22T13:54:15Z
U0060,A006001,OWNS,2024-06-26T13:54:15Z
U0061,A006101,OWNS,2024-05-29T13:54:15Z
U0061,A006102,OWNS,2024-04-02T13:54:15Z
U0062,A006201,OWNS,2024-01-28T13:54:15Z
U0062,A006202,OWNS,2024-01-11T13:54:15Z
U0062,A006203,OWNS,2025-08-24T13:54:15Z
U0062,A006204,OWNS,2024-05-10T13:54:15Z
U0063,A006301,OWNS,2025-03-13T13:54:15Z
U0064,A006401,OWNS,2024-10-17T13:54:15Z
U0064,A006402,OWNS,2025-02-05T13:54:15Z
U0065,A006501,OWNS,2023-11-17T13:54:15Z
U0065,A006502,OWNS,2024-02-03T13:54:15Z
U0065,A006503,OWNS,2025-08-22T13:54:15Z
U0065,A006504,OWNS,2024-01-04T13:54:15Z
U0066,A006601,OWNS,2024-06-11T13:54:15Z
U0067,A006701,OWNS,2023-04-10T13:54:15Z
U0068,A006801,OWNS,2024-02-10T13:54:15Z
U0068,A006802,OWNS,2023-11-27T13:54:15Z
U0069,A006901,OWNS,2024-10-05T13:54:15Z
U0069,A006902,OWNS,2025-07-29T13:54:15Z
U0070,A007001,OWNS,2023-03-24T13:54:15Z
U0071,A007101,OWNS,2023-08-22T13:54:15Z
U0071,A007102,OWNS,2024-11-05T13:54:15Z
U0072,A007201,OWNS,2025-07-07T13:54:15Z
U0073,A007301,OWNS,2025-04-22T13:54:15Z
U0073,A007302,OWNS,2023-11-06T13:54:15Z
U0073,A007303,OWNS,2025-01-03T13:54:15Z
U0073,A007304,OWNS,2024-10-16T13:54:15Z
U0074,A007401,OWNS,2025-03-07T13:54:15Z
U0075,A007501,OWNS,2023-02-10T13:54:15Z
U0075,A007502,OWNS,2024-04-19T13:54:15Z
U0075,A007503,OWNS,2023-09-03T13:54:15Z
U0076,A007601,OWNS,2024-07-04T13:54:15Z
U0076,A007602,OWNS,2025-01-21T13:54:15Z
U0077,A007701,OWNS,2024-11-24T13:54:15Z
U0077,A007702,OWNS,2024-11-07T13:54:15Z
U0078,A007801,OWNS,2023-08-20T13:54:15Z
U0078,A007802,OWNS,2022-12-22T13:54:15Z
U0078,A007803,OWNS,2023-02-22T13:54:15Z
U0079,A007901,OWNS,2023-10-19T13:54:15Z
U0080,A008001,OWNS,2025-06-27T13:54:15Z
U0080,A008002,OWNS,2022-11-29T13:54:15Z
U0081,A008101,OWNS,2025-05-27T13:54:15Z
U0082,A008201,OWNS,2022-12-28T13:54:15Z
U0082,A008202,OWNS,2023-05-08T13:54:15Z
U0082,A008203,OWNS,2025-04-21T13:54:15Z
U0083,A008301,OWNS,2024-10-08T13:54:15Z
U0084,A008401,OWNS,2025-06-01T13:54:15Z
U0085,A008501,OWNS,2024-09-15T13:54:15Z
U0085,A008502,OWNS,2024-07-18T13:54:15Z
U0086,A008601,OWNS,2023-01-21T13:54:15Z
U0087,A008701,OWNS,2023-12-14T13:54:15Z
U0087,A008702,OWNS,2024-04-16T13:54:15Z
U0087,A008703,OWNS,2025-04-12T13:54:15Z
U0087,A008704,OWNS,2025-08-16T13:54:15Z
U0088,A008801,OWNS,2023-02-22T13:54:15Z
U0089,A008901,OWNS,2025-02-22T13:54:15Z
U0089,A008902,OWNS,2025-07-25T13:54:15Z
U0089,A008903,OWNS,2024-03-15T13:54:15Z
U0090,A009001,OWNS,2023-09-13T13:54:15Z
U0090,A009002,OWNS,2025-07-16T13:54:15Z
U0090,A009003,OWNS,2023-12-23T13:54:15Z
U0091,A009101,OWNS,2024-04-23T13:54:15Z
U0091,A009102,OWNS,2025-01-11T13:54:15Z
U0091,A009103,OWNS,2024-03-17T13:54:15Z
U0092,A009201,OWNS,2023-10-31T13:54:15Z
U0092,A009202,OWNS,2025-02-12T13:54:15Z
U0093,A009301,OWNS,2024-02-03T13:54:15Z
U0093,A009302,OWNS,2023-02-15T13:54:15Z
U0093,A009303,OWNS,2023-12-18T13:54:15Z
U0093,A009304,OWNS,2023-06-08T13:54:15Z
U0094,A009401,OWNS,2023-01-14T13:54:15Z
U0094,A009402,OWNS,2024-04-16T13:54:15Z
U0095,A009501,OWNS,2024-04-26T13:54:15Z
U0096,A009601,OWNS,2023-08-04T13:54:15Z
U0096,A009602,OWNS,2024-11-22T13:54:15Z
U0097,A009701,OWNS,2023-05-27T13:54:15Z
U0097,A009702,OWNS,2024-03-14T13:54:15Z
U0098,A009801,OWNS,2025-07-19T13:54:15Z
U0098,A009802,OWNS,2024-04-24T13:54:15Z
U0098,A009803,OWNS,2024-07-05T13:54:15Z
U0099,A009901,OWNS,2025-07-09T13:54:15Z
U0099,A009902,OWNS,2024-08-12T13:54:15Z
U0099,A009903,OWNS,2023-02-27T13:54:15Z
U0100,A010001,OWNS,2024-10-06T13:54:15Z
U0100,A010002,OWNS,2024-02-26T13:54:15Z
U0101,A010101,OWNS,2023-03-15T13:54:15Z
U0101,A010102,OWNS,2025-01-02T13:54:15Z
U0101,A010103,OWNS,2023-07-19T13:54:15Z
U0102,A010201,OWNS,2023-09-26T13:54:15Z
U0103,A010301,OWNS,2024-05-21T13:54:15Z
U0103,A010302,OWNS,2025-07-22T13:54:15Z
U0104,A010401,OWNS,2024-01-25T13:54:15Z
U0104,A010402,OWNS,2025-06-17T13:54:15Z
U0105,A010501,OWNS,2024-02-27T13:54:15Z
U0105,A010502,OWNS,2023-09-29T13:54:15Z
U0106,A010601,OWNS,2023-05-27T13:54:15Z
U0106,A010602,OWNS,2024-09-02T13:54:15Z
U0107,A010701,OWNS,2024-05-22T13:54:15Z
U0107,A010702,OWNS,2025-02-26T13:54:15Z
U0107,A010703,OWNS,2024-09-26T13:54:15Z
U0108,A010801,OWNS,2023-12-16T13:54:15Z
U0109,A010901,OWNS,2025-03-01T13:54:15Z
U0109,A010902,OWNS,2025-06-13T13:54:15Z
U0110,A011001,OWNS,2024-11-21T13:54:15Z
U0111,A011101,OWNS,2023-07-18T13:54:15Z
U0111,A011102,OWNS,2025-02-16T13:54:15Z
U0112,A011201,OWNS,2025-07-21T13:54:15Z
U0113,A011301,OWNS,2025-08-11T13:54:15Z
U0113,A011302,OWNS,2023-10-26T13:54:15Z
U0113,A011303,OWNS,2024-01-20T13:54:15Z
U0113,A011304,OWNS,2022-12-12T13:54:15Z
U0114,A011401,OWNS,2025-02-26T13:54:15Z
U0114,A011402,OWNS,2023-10-04T13:54:15Z
U0114,A011403,OWNS,2025-05-23T13:54:15Z
U0114,A011404,OWNS,2025-01-10T13:54:15Z
U0115,A011501,OWNS,2025-05-05T13:54:15Z
U0115,A011502,OWNS,2023-12-15T13:54:15Z
U0115,A011503,OWNS,2023-03-15T13:54:15Z
U0116,A011601,OWNS,2023-10-15T13:54:15Z
U0116,A011602,OWNS,2023-11-18T13:54:15Z
U0116,A011603,OWNS,2023-02-09T13:54:15Z
U0116,A011604,OWNS,2024-08-05T13:54:15Z
U0117,A011701,OWNS,2024-03-30T13:54:15Z
U0117,A011702,OWNS,2023-12-21T13:54:15Z
U0118,A011801,OWNS,2023-01-12T13:54:15Z
U0119,A011901,OWNS,2024-02-16T13:54:15Z
U0119,A011902,OWNS,2025-08-04T13:54:15Z
U0120,A012001,OWNS,2023-12-04T13:54:15Z
U0121,A012101,OWNS,2025-08-13T13:54:15Z
U0121,A012102,OWNS,2024-11-23T13:54:15Z
U0122,A012201,OWNS,2025-07-03T13:54:15Z
U0122,A012202,OWNS,2025-01-27T13:54:15Z
U0123,A012301,OWNS,2023-08-23T13:54:15Z
U0123,A012302,OWNS,2023-10-04T13:54:15Z
U0124,A012401,OWNS,2023-09-05T13:54:15Z
U0124,A012402,OWNS,2023-09-18T13:54:15Z
U0125,A012501,OWNS,2024-06-02T13:54:15Z
U0125,A012502,OWNS,2023-03-02T13:54:15Z
U0125,A012503,OWNS,2022-12-04T13:54:15Z
U0125,A012504,OWNS,2023-01-17T13:54:15Z
U0126,A012601,OWNS,2023-06-08T13:54:15Z
U0127,A012701,OWNS,2023-12-06T13:54:15Z
U0127,A012702,OWNS,2024-08-09T13:54:15Z
U0128,A012801,OWNS,2025-08-11T13:54:15Z
U0128,A012802,OWNS,2023-03-30T13:54:15Z
U0129,A012901,OWNS,2024-11-03T13:54:15Z
U0129,A012902,OWNS,2023-01-06T13:54:15Z
U0130,A013001,OWNS,2023-03-09T13:54:15Z
U0130,A013002,OWNS,2024-11-11T13:54:15Z
U0130,A013003,OWNS,2025-04-18T13:54:15Z
U0131,A013101,OWNS,2023-11-01T13:54:15Z
U0131,A013102,OWNS,2024-11-27T13:54:15Z
U0132,A013201,OWNS,2024-02-13T13:54:15Z
U0133,A013301,OWNS,2023-07-22T13:54:15Z
U0133,A013302,OWNS,2023-05-12T13:54:15Z
U0133,A013303,OWNS,2023-12-01T13:54:15Z
U0134,A013401,OWNS,2025-07-22T13:54:15Z
U0135,A013501,OWNS,2025-02-23T13:54:15Z
U0135,A013502,OWNS,2023-11-23T13:54:15Z
U0136,A013601,OWNS,2023-04-06T13:54:15Z
U0136,A013602,OWNS,2023-10-25T13:54:15Z
U0137,A013701,OWNS,2024-10-22T13:54:15Z
U0137,A013702,OWNS,2024-12-05T13:54:15Z
U0137,A013703,OWNS,2024-04-09T13:54:15Z
U0138,A013801,OWNS,2024-04-01T13:54:15Z
U0139,A013901,OWNS,2024-09-01T13:54:15Z
U0140,A014001,OWNS,2025-06-28T13:54:15Z
U0141,A014101,OWNS,2024-12-31T13:54:15Z
U0142,A014201,OWNS,2023-11-16T13:54:15Z
U0142,A014202,OWNS,2024-07-20T13:54:15Z
U0142,A014203,OWNS,2024-11-08T13:54:15Z
U0143,A014301,OWNS,2023-03-26T13:54:15Z
U0144,A014401,OWNS,2024-01-31T13:54:15Z
U0145,A014501,OWNS,2025-08-09T13:54:15Z
U0146,A014601,OWNS,2024-10-18T13:54:15Z
U0147,A014701,OWNS,2024-06-02T13:54:15Z
U0147,A014702,OWNS,2025-02-23T13:54:15Z
U0148,A014801,OWNS,2025-08-13T13:54:15Z
U0148,A014802,OWNS,2024-01-18T13:54:15Z
U0149,A014901,OWNS,2025-08-07T13:54:15Z
U0149,A014902,OWNS,2023-08-16T13:54:15Z
U0149,A014903,OWNS,2024-11-11T13:54:15Z
U0150,A015001,OWNS,2023-05-15T13:54:15Z
U0150,A015002,OWNS,2023-02-16T13:54:15Z
U0150,A015003,OWNS,2024-10-25T13:54:15Z
U0151,A015101,OWNS,2023-08-11T13:54:15Z
U0151,A015102,OWNS,2024-06-25T13:54:15Z
U0152,A015201,OWNS,2025-01-07T13:54:15Z
U0152,A015202,OWNS,2023-06-30T13:54:15Z
U0153,A015301,OWNS,2024-04-12T13:54:15Z
U0153,A015302,OWNS,2023-01-02T13:54:15Z
U0153,A015303,OWNS,2024-04-26T13:54:15Z
U0153,A015304,OWNS,2025-04-20T13:54:15Z
U0154,A015401,OWNS,2023-05-25T13:54:15Z
U0154,A015402,OWNS,2024-08-03T13:54:15Z
U0154,A015403,OWNS,2024-06-09T13:54:15Z
U0154,A015404,OWNS,2023-11-16T13:54:15Z
U0155,A015501,OWNS,2025-07-15T13:54:15Z
U0155,A015502,OWNS,2023-11-11T13:54:15Z
U0156,A015601,OWNS,2024-05-30T13:54:15Z
U0156,A015602,OWNS,2022-12-29T13:54:15Z
U0156,A015603,OWNS,2023-08-01T13:54:15Z
U0156,A015604,OWNS,2024-03-21T13:54:15Z
U0157,A015701,OWNS,2025-07-22T13:54:15Z
U0157,A015702,OWNS,2023-03-07T13:54:15Z
U0158,A015801,OWNS,2023-05-18T13:54:15Z
U0158,A015802,OWNS,2023-05-13T13:54:15Z
U0159,A015901,OWNS,2023-03-15T13:54:15Z
U0159,A015902,OWNS,2023-12-29T13:54:15Z
U0160,A016001,OWNS,2025-01-11T13:54:15Z
U0160,A016002,OWNS,2024-10-03T13:54:15Z
U0161,A016101,OWNS,2025-05-05T13:54:15Z
U0162,A016201,OWNS,2025-02-05T13:54:15Z
U0162,A016202,OWNS,2023-03-11T13:54:15Z
U0163,A016301,OWNS,2023-08-01T13:54:15Z
U0163,A016302,OWNS,2022-12-29T13:54:15Z
U0164,A016401,OWNS,2023-10-13T13:54:15Z
U0164,A016402,OWNS,2023-11-01T13:54:15Z
U0165,A016501,OWNS,2023-11-17T13:54:15Z
U0165,A016502,OWNS,2024-05-27T13:54:15Z
U0165,A016503,OWNS,2023-12-21T13:54:15Z
U0166,A016601,OWNS,2023-04-17T13:54:15Z
U0167,A016701,OWNS,2022-12-10T13:54:15Z
U0168,A016801,OWNS,2023-08-22T13:54:15Z
U0168,A016802,OWNS,2023-01-26T13:54:15Z
U0169,A016901,OWNS,2023-12-02T13:54:15Z
U0169,A016902,OWNS,2023-12-27T13:54:15Z
U0170,A017001,OWNS,2023-05-17T13:54:15Z
U0170,A017002,OWNS,2022-11-30T13:54:15Z
U0171,A017101,OWNS,2022-12-24T13:54:15Z
U0171,A017102,OWNS,2023-09-29T13:54:15Z
U0171,A017103,OWNS,2025-07-11T13:54:15Z
U0172,A017201,OWNS,2025-05-07T13:54:15Z
U0172,A017202,OWNS,2023-10-11T13:54:15Z
U0172,A017203,OWNS,2024-03-18T13:54:15Z
U0172,A017204,OWNS,2024-06-01T13:54:15Z
U0173,A017301,OWNS,2025-06-13T13:54:15Z
U0174,A017401,OWNS,2024-09-12T13:54:15Z
U0174,A017402,OWNS,2024-01-12T13:54:15Z
U0175,A017501,OWNS,2023-07-26T13:54:15Z
U0175,A017502,OWNS,2024-11-21T13:54:15Z
U0176,A017601,OWNS,2024-09-18T13:54:15Z
U0176,A017602,OWNS,2025-07-08T13:54:15Z
U0177,A017701,OWNS,2024-04-17T13:54:15Z
U0177,A017702,OWNS,2023-11-05T13:54:15Z
U0177,A017703,OWNS,2025-07-23T13:54:15Z
U0178,A017801,OWNS,2024-04-23T13:54:15Z
U0178,A017802,OWNS,2024-01-13T13:54:15Z
U0178,A017803,OWNS,2024-06-25T13:54:15Z
U0179,A017901,OWNS,2024-01-19T13:54:15Z
U0180,A018001,OWNS,2023-10-27T13:54:15Z
U0181,A018101,OWNS,2024-11-16T13:54:15Z
U0182,A018201,OWNS,2024-02-07T13:54:15Z
U0182,A018202,OWNS,2023-06-26T13:54:15Z
U0182,A018203,OWNS,2024-05-13T13:54:15Z
U0183,A018301,OWNS,2024-01-15T13:54:15Z
U0183,A018302,OWNS,2024-04-15T13:54:15Z
U0184,A018401,OWNS,2024-04-14T13:54:15Z
U0184,A018402,OWNS,2023-03-04T13:54:15Z
U0184,A018403,OWNS,2024-12-05T13:54:15Z
U0185,A018501,OWNS,2025-01-29T13:54:15Z
U0185,A018502,OWNS,2025-01-27T13:54:15Z
U0186,A018601,OWNS,2024-10-02T13:54:15Z
U0186,A018602,OWNS,2023-01-22T13:54:15Z
U0187,A018701,OWNS,2024-12-18T13:54:15Z
U0187,A018702,OWNS,2023-02-18T13:54:15Z
U0188,A018801,OWNS,2023-06-12T13:54:15Z
U0188,A018802,OWNS,2024-09-06T13:54:15Z
U0189,A018901,OWNS,2023-04-04T13:54:15Z
U0190,A019001,OWNS,2024-07-26T13:54:15Z
U0190,A019002,OWNS,2024-12-15T13:54:15Z
U0191,A019101,OWNS,2024-05-08T13:54:15Z
U0191,A019102,OWNS,2023-08-23T13:54:15Z
U0192,A019201,OWNS,2024-04-06T13:54:15Z
U0192,A019202,OWNS,2025-01-18T13:54:15Z
U0192,A019203,OWNS,2023-06-29T13:54:15Z
U0193,A019301,OWNS,2023-06-12T13:54:15Z
U0193,A019302,OWNS,2023-12-17T13:54:15Z
U0193,A019303,OWNS,2024-12-02T13:54:15Z
U0194,A019401,OWNS,2023-05-14T13:54:15Z
U0194,A019402,OWNS,2024-06-16T13:54:15Z
U0195,A019501,OWNS,2024-07-23T13:54:15Z
U0196,A019601,OWNS,2023-07-18T13:54:15Z
U0196,A019602,OWNS,2022-12-07T13:54:15Z
U0197,A019701,OWNS,2024-12-08T13:54:15Z
U0198,A019801,OWNS,2024-08-08T13:54:15Z
U0198,A019802,OWNS,2023-12-08T13:54:15Z
U0199,A019901,OWNS,2023-12-16T13:54:15Z
U0199,A019902,OWNS,2023-08-14T13:54:15Z
U0199,A019903,OWNS,2024-01-25T13:54:15Z
U0200,A020001,OWNS,2024-01-08T13:54:15Z
U0200,A020002,OWNS,2023-12-27T13:54:15Z
U0201,A020101,OWNS,2023-08-07T13:54:15Z
U0202,A020201,OWNS,2024-01-04T13:54:15Z
U0202,A020202,OWNS,2024-03-29T13:54:15Z
U0203,A020301,OWNS,2024-03-23T13:54:15Z
U0203,A020302,OWNS,2024-12-20T13:54:15Z
U0204,A020401,OWNS,2023-03-02T13:54:15Z
U0205,A020501,OWNS,2023-03-17T13:54:15Z
U0206,A020601,OWNS,2025-01-22T13:54:15Z
U0206,A020602,OWNS,2023-08-31T13:54:15Z
U0206,A020603,OWNS,2025-04-02T13:54:15Z
U0207,A020701,OWNS,2023-09-17T13:54:15Z
U0207,A020702,OWNS,2025-05-25T13:54:15Z
U0208,A020801,OWNS,2023-07-01T13:54:15Z
U0208,A020802,OWNS,2024-12-25T13:54:15Z
U0209,A020901,OWNS,2025-04-02T13:54:15Z
U0209,A020902,OWNS,2023-07-28T13:54:15Z
U0210,A021001,OWNS,2023-05-14T13:54:15Z
U0210,A021002,OWNS,2023-10-21T13:54:15Z
U0211,A021101,OWNS,2024-06-23T13:54:15Z
U0212,A021201,OWNS,2024-01-20T13:54:15Z
U0213,A021301,OWNS,2023-12-29T13:54:15Z
U0213,A021302,OWNS,2025-01-28T13:54:15Z
U0213,A021303,OWNS,2024-01-02T13:54:15Z
U0214,A021401,OWNS,2023-03-13T13:54:15Z
U0214,A021402,OWNS,2023-07-23T13:54:15Z
U0214,A021403,OWNS,2023-04-08T13:54:15Z
U0215,A021501,OWNS,2025-07-21T13:54:15Z
U0215,A021502,OWNS,2023-01-02T13:54:15Z
U0215,A021503,OWNS,2024-03-23T13:54:15Z
U0215,A021504,OWNS,2024-02-04T13:54:15Z
U0216,A021601,OWNS,2025-08-23T13:54:15Z
U0216,A021602,OWNS,2024-10-27T13:54:15Z
U0217,A021701,OWNS,2023-09-15T13:54:15Z
U0217,A021702,OWNS,2024-11-27T13:54:15Z
U0217,A021703,OWNS,2023-07-29T13:54:15Z
U0218,A021801,OWNS,2024-12-06T13:54:15Z
U0219,A021901,OWNS,2024-03-14T13:54:15Z
U0219,A021902,OWNS,2023-03-30T13:54:15Z
U0220,A022001,OWNS,2024-06-19T13:54:15Z
U0220,A022002,OWNS,2025-08-09T13:54:15Z
U0220,A022003,OWNS,2023-02-18T13:54:15Z
U0221,A022101,OWNS,2024-09-22T13:54:15Z
U0222,A022201,OWNS,2025-01-23T13:54:15Z
U0222,A022202,OWNS,2024-08-09T13:54:15Z
U0223,A022301,OWNS,2024-09-28T13:54:15Z
U0224,A022401,OWNS,2023-09-24T13:54:15Z
U0225,A022501,OWNS,2024-12-10T13:54:15Z
U0225,A022502,OWNS,2024-09-19T13:54:15Z
U0226,A022601,OWNS,2025-08-14T13:54:15Z
U0226,A022602,OWNS,2024-06-29T13:54:15Z
U0226,A022603,OWNS,2023-04-14T13:54:15Z
U0227,A022701,OWNS,2024-12-28T13:54:15Z
U0227,A022702,OWNS,2023-03-10T13:54:15Z
U0228,A022801,OWNS,2024-09-03T13:54:15Z
U0228,A022802,OWNS,2024-10-26T13:54:15Z
U0229,A022901,OWNS,2023-04-05T13:54:15Z
U0229,A022902,OWNS,2024-12-27T13:54:15Z
U0230,A023001,OWNS,2024-10-25T13:54:15Z
U0230,A023002,OWNS,2025-06-21T13:54:15Z
U0231,A023101,OWNS,2024-11-21T13:54:15Z
U0232,A023201,OWNS,2024-10-16T13:54:15Z
U0232,A023202,OWNS,2023-10-26T13:54:15Z
U0233,A023301,OWNS,2024-09-04T13:54:15Z
U0233,A023302,OWNS,2024-02-14T13:54:15Z
U0233,A023303,OWNS,2023-07-15T13:54:15Z
U0234,A023401,OWNS,2024-10-20T13:54:15Z
U0234,A023402,OWNS,2025-03-19T13:54:15Z
U0235,A023501,OWNS,2025-05-14T13:54:15Z
U0235,A023502,OWNS,2024-12-21T13:54:15Z
U0236,A023601,OWNS,2025-03-08T13:54:15Z
U0236,A023602,OWNS,2025-06-19T13:54:15Z
U0237,A023701,OWNS,2025-06-21T13:54:15Z
U0237,A023702,OWNS,2025-04-10T13:54:15Z
U0238,A023801,OWNS,2023-05-21T13:54:15Z
U0238,A023802,OWNS,2024-04-03T13:54:15Z
U0239,A023901,OWNS,2023-10-30T13:54:15Z
U0239,A023902,OWNS,2025-01-01T13:54:15Z
U0240,A024001,OWNS,2023-11-26T13:54:15Z
U0240,A024002,OWNS,2024-02-09T13:54:15Z
U0240,A024003,OWNS,2023-10-02T13:54:15Z
